Identifier (RIC),Company Name,"ESG Score
(FY0)
(Σ=Avg)","ESG Period Last Update Date
(FY0)","ESG Score
(FY-1)
(Σ=Avg)","YoY % Chg in
ESG Score
(FY0)
(Σ=Avg)",Ticker Symbol,TRBC Economic Sector Name,"Original Announcement Date Time
(FY0)","Market Cap
(Σ=Avg)","Beta
(Σ=Avg)"
HI.N,Hillenbrand Inc,44.73 (C+),29/03/2023,42.30 (C+),5.7% (D-),HI,Industrials,16/11/2022,"3,049,996,216.20",1.5
MMS.N,Maximus Inc,44.72 (C+),29/03/2023,34.05 (C),31.4% (D-),MMS,Industrials,21/11/2022,"4,876,446,221.92",0.69
LNN.N,Lindsay Corp,44.71 (C+),29/03/2023,47.65 (C+),-6.2% (D),LNN,Industrials,20/10/2022,"1,422,441,484.10",0.63
WERN.OQ,Werner Enterprises Inc,44.43 (C+),29/03/2023,33.61 (C),32.2% (D-),WERN,Industrials,07/02/2023,"2,814,569,638.94",0.83
ATSG.OQ,Air Transport Services Group Inc,43.96 (C+),29/03/2023,38.04 (C),15.6% (D-),ATSG,Industrials,23/02/2023,"1,484,994,291.99",0.77
TNET.N,TriNet Group Inc,43.92 (C+),29/03/2023,30.01 (C-),46.4% (D-),TNET,Industrials,15/02/2023,"4,809,528,104.66",1.15
GGG.N,Graco Inc,43.51 (C+),29/03/2023,37.20 (C),16.9% (D-),GGG,Industrials,30/01/2023,"11,598,351,740.64",0.79
SPXC.N,SPX Technologies Inc,43.36 (C+),31/03/2023,38.25 (C),13.4% (D-),SPXC,Industrials,23/02/2023,"3,039,687,999.75",1.24
TRN.N,Trinity Industries Inc,43.07 (C+),29/03/2023,46.98 (C+),-8.3% (D),TRN,Industrials,21/02/2023,"1,895,643,887.04",1.36
AJRD.N,Aerojet Rocketdyne Holdings Inc,43.04 (C+),29/03/2023,21.65 (D+),98.8% (D-),AJRD,Industrials,15/02/2023,"4,545,356,039.64",0.57
KNX.N,Knight-Swift Transportation Holdings Inc,42.94 (C+),29/03/2023,37.03 (C),16.0% (D-),KNX,Industrials,26/01/2023,"8,787,887,812.32",1.16
DXPE.OQ,DXP Enterprises Inc,42.73 (C+),29/03/2023,29.85 (C-),43.1% (D-),DXPE,Industrials,25/03/2022,"490,321,950.69",1.92
CRAI.OQ,CRA International Inc,42.70 (C+),29/03/2023,35.87 (C),19.0% (D-),CRAI,Industrials,02/03/2023,"749,962,099.37",1.28
STRL.OQ,Sterling Infrastructure Inc,42.48 (C+),29/03/2023,26.97 (C-),57.5% (D-),STRL,Industrials,27/02/2023,"1,066,258,412.48",1.35
HII.N,Huntington Ingalls Industries Inc,42.46 (C+),29/03/2023,40.75 (C),4.2% (D-),HII,Industrials,09/02/2023,"8,229,893,816.85",0.63
BLD.N,TopBuild Corp,42.32 (C+),31/03/2023,39.17 (C),8.0% (D-),BLD,Industrials,23/02/2023,"6,079,556,205.88",1.5
AIT.N,Applied Industrial Technologies Inc,42.04 (C+),29/03/2023,29.25 (C-),43.7% (D-),AIT,Industrials,11/08/2022,"4,979,359,623.00",1.2
HURN.OQ,Huron Consulting Group Inc,41.86 (C+),29/03/2023,36.92 (C),13.4% (D-),HURN,Industrials,28/02/2023,"1,528,027,428.34",0.57
HLIO.N,Helios Technologies Inc,41.85 (C+),31/03/2023,29.61 (C-),41.3% (D-),HLIO,Industrials,27/02/2023,"1,940,676,178.44",1.08
WEX.N,WEX Inc,41.81 (C+),29/03/2023,29.28 (C-),42.8% (D-),WEX,Industrials,09/02/2023,"7,754,835,863.97",1.6
DHX.N,DHI Group Inc,41.77 (C+),31/03/2023,56.50 (B-),-26.1% (D),DHX,Industrials,07/02/2023,"180,998,520.00",1.25
AVAV.OQ,AeroVironment Inc,41.70 (C+),29/03/2023,44.19 (C+),-5.6% (D),AVAV,Industrials,28/06/2022,"2,622,153,154.75",0.58
IR.N,Ingersoll Rand Inc,41.67 (C+),29/03/2023,44.02 (C+),-5.3% (D),IR,Industrials,21/02/2023,"22,053,941,609.70",1.42
MKSI.OQ,MKS Instruments Inc,41.54 (C),29/03/2023,30.22 (C-),37.5% (D-),MKSI,Industrials,27/02/2023,"5,534,214,774.54",1.56
HY.N,Hyster-Yale Materials Handling Inc,41.41 (C),29/03/2023,44.37 (C+),-6.7% (D),HY,Industrials,27/02/2023,"781,747,137.24",1.31
HYFM.OQ,Hydrofarm Holdings Group Inc,41.38 (C),29/03/2023,,,HYFM,Industrials,09/03/2023,"64,267,065.74",2.69
TDG.N,TransDigm Group Inc,40.85 (C),09/03/2023,42.59 (C+),-4.1% (D),TDG,Industrials,10/11/2022,"39,546,469,716.48",1.37
HCSG.OQ,Healthcare Services Group Inc,40.38 (C),29/03/2023,35.79 (C),12.8% (D-),HCSG,Industrials,15/02/2023,"1,044,441,889.92",0.36
TISI.N,Team Inc,40.08 (C),09/03/2023,37.15 (C),7.9% (D-),TISI,Industrials,14/03/2023,"23,791,409.46",1.88
MEG.N,Montrose Environmental Group Inc,39.91 (C),29/03/2023,23.84 (D+),67.4% (D-),MEG,Industrials,28/02/2023,"973,819,280.57",1.53
FSTR.OQ,L B Foster Co,39.82 (C),29/03/2023,39.82 (C),0.0% (D),FSTR,Industrials,06/03/2023,"134,025,231.21",0.98
FELE.OQ,Franklin Electric Co Inc,39.75 (C),29/03/2023,25.24 (C-),57.5% (D-),FELE,Industrials,14/02/2023,"4,017,942,972.28",0.99
AGX.N,Argan Inc,39.64 (C),29/03/2023,4.35 (D-),810.8% (D-),AGX,Industrials,13/04/2022,"522,008,158.25",0.61
HTZ.OQ,Hertz Global Holdings Inc,39.56 (C),31/03/2023,52.75 (B-),-25.0% (D),HTZ,Industrials,07/02/2023,"4,840,767,297.32",1.31
BBSI.OQ,Barrett Business Services Inc,39.50 (C),29/03/2023,31.15 (C-),26.8% (D-),BBSI,Industrials,01/03/2023,"605,741,899.82",1.35
WIRE.OQ,Encore Wire Corp,39.41 (C),29/03/2023,30.40 (C-),29.6% (D-),WIRE,Industrials,14/02/2023,"2,863,028,182.94",1.34
SAVE.N,Spirit Airlines Inc,39.00 (C),31/03/2023,24.11 (D+),61.7% (D-),SAVE,Industrials,06/02/2023,"1,901,625,347.96",1.12
DFIN.N,Donnelley Financial Solutions Inc,38.93 (C),29/03/2023,41.68 (C+),-6.6% (D),DFIN,Industrials,21/02/2023,"1,204,900,845.05",1.66
LMB.OQ,Limbach Holdings Inc,38.90 (C),29/03/2023,23.98 (D+),62.2% (D-),LMB,Industrials,08/03/2023,"175,450,278.31",1.1
ORN.N,Orion Group Holdings Inc,38.70 (C),16/03/2023,37.19 (C),4.0% (D-),ORN,Industrials,14/03/2023,"79,396,503.04",0.79
KFRC.OQ,Kforce Inc,38.68 (C),16/03/2023,39.39 (C),-1.8% (D),KFRC,Industrials,06/02/2023,"1,270,504,806.48",0.93
CHRA.PK,Charah Solutions Inc,38.45 (C),09/03/2023,33.70 (C),14.1% (D-),CHRA,Industrials,31/03/2022,"7,266,107.75",0.62
BW.N,Babcock & Wilcox Enterprises Inc,38.10 (C),29/03/2023,30.57 (C-),24.6% (D-),BW,Industrials,15/03/2023,"493,349,730.96",1.86
VPG.N,Vishay Precision Group Inc,37.92 (C),29/03/2023,38.80 (C),-2.3% (D),VPG,Industrials,14/02/2023,"543,938,645.94",1.33
TWIN.OQ,Twin Disc Inc,37.68 (C),31/03/2023,36.52 (C),3.2% (D-),TWIN,Industrials,01/09/2022,"124,341,363.00",1.01
ADES.OQ,Advanced Emissions Solutions Inc,37.38 (C),29/03/2023,32.37 (C-),15.5% (D-),ADES,Industrials,08/03/2023,"55,257,804.62",0.95
TRNS.OQ,Transcat Inc,36.85 (C),29/03/2023,28.46 (C-),29.5% (D-),TRNS,Industrials,23/05/2022,"623,104,991.43",0.78
CW.N,Curtiss-Wright Corp,36.62 (C),29/03/2023,36.47 (C),0.4% (D-),CW,Industrials,21/02/2023,"6,639,692,337.82",1.24
POWL.OQ,Powell Industries Inc,36.47 (C),29/03/2023,35.90 (C),1.6% (D-),POWL,Industrials,05/12/2022,"465,103,041.90",0.96
THR.N,Thermon Group Holdings Inc,36.13 (C),29/03/2023,27.49 (C-),31.4% (D-),THR,Industrials,26/05/2022,"755,840,336.16",1.27
WSC.OQ,Willscot Mobile Mini Holdings Corp,36.04 (C),29/03/2023,31.43 (C-),14.6% (D-),WSC,Industrials,21/02/2023,"8,293,174,067.10",1.53
MRTN.OQ,Marten Transport Ltd,35.90 (C),31/03/2023,35.12 (C),2.2% (D-),MRTN,Industrials,24/01/2023,"1,623,054,660.00",0.88
LSTR.OQ,Landstar System Inc,35.90 (C),29/03/2023,37.46 (C),-4.2% (D),LSTR,Industrials,01/02/2023,"6,260,397,545.88",0.9
ERII.OQ,Energy Recovery Inc,35.26 (C),29/03/2023,32.34 (C-),9.0% (D-),ERII,Industrials,22/02/2023,"1,320,312,237.24",1.2
ODFL.OQ,Old Dominion Freight Line Inc,35.09 (C),29/03/2023,35.76 (C),-1.9% (D),ODFL,Industrials,01/02/2023,"35,843,310,101.10",1.08
WLDN.OQ,Willdan Group Inc,35.08 (C),29/03/2023,29.96 (C-),17.1% (D-),WLDN,Industrials,09/03/2023,"201,477,360.00",1.31
ESE.N,ESCO Technologies Inc,35.02 (C),29/03/2023,39.64 (C),-11.7% (D),ESE,Industrials,17/11/2022,"2,370,214,508.75",1.12
AMSC.OQ,American Superconductor Corp,34.81 (C),29/03/2023,33.68 (C),3.4% (D-),AMSC,Industrials,01/06/2022,"118,120,548.00",1.4
KAMN.N,Kaman Corp,34.71 (C),31/03/2023,30.99 (C-),12.0% (D-),KAMN,Industrials,23/02/2023,"616,590,364.20",0.99
HCKT.OQ,Hackett Group Inc,34.61 (C),29/03/2023,33.65 (C),2.8% (D-),HCKT,Industrials,21/02/2023,"502,517,873.31",0.86
AMOT.OQ,Allied Motion Technologies Inc,34.58 (C),29/03/2023,31.38 (C-),10.2% (D-),AMOT,Industrials,07/03/2023,"558,499,902.35",1.53
EML.OQ,Eastern Company,34.35 (C),31/03/2023,42.02 (C+),-18.3% (D),EML,Industrials,14/03/2023,"118,839,741.60",1.05
SAIA.OQ,Saia Inc,34.28 (C),31/03/2023,38.32 (C),-10.6% (D),SAIA,Industrials,03/02/2023,"6,740,917,498.05",1.52
MLI.N,Mueller Industries Inc,33.96 (C),31/03/2023,42.34 (C+),-19.8% (D),MLI,Industrials,07/02/2023,"3,761,078,904.00",1.11
QUAD.N,Quad/Graphics Inc,33.90 (C),29/03/2023,29.69 (C-),14.2% (D-),QUAD,Industrials,21/02/2023,"204,072,727.60",1.76
HA.OQ,Hawaiian Holdings Inc,33.68 (C),29/03/2023,36.08 (C),-6.7% (D),HA,Industrials,31/01/2023,"439,180,201.44",1.93
GRC.N,Gorman-Rupp Co,33.58 (C),31/03/2023,32.58 (C-),3.1% (D-),GRC,Industrials,03/02/2023,"620,424,525.00",0.81
NRC.OQ,National Research Corp,33.51 (C),29/03/2023,25.53 (C-),31.3% (D-),NRC,Industrials,14/02/2023,"1,070,091,952.50",0.52
CYRX.OQ,Cryoport Inc,33.42 (C),29/03/2023,27.86 (C-),19.9% (D-),CYRX,Industrials,23/02/2023,"1,020,635,735.40",1.33
EGLE.N,Eagle Bulk Shipping Inc,33.35 (C),29/03/2023,37.70 (C),-11.6% (D),EGLE,Industrials,02/03/2023,"588,511,786.41",0.3
GNK.N,Genco Shipping & Trading Ltd,33.29 (C-),31/03/2023,24.58 (D+),35.5% (D-),GNK,Industrials,22/02/2023,"627,409,557.11",1.07
PLOW.N,Douglas Dynamics Inc,33.10 (C-),29/03/2023,28.23 (C-),17.2% (D-),PLOW,Industrials,20/02/2023,"686,603,790.00",1.02
PKE.N,Park Aerospace Corp,33.09 (C-),29/03/2023,29.19 (C-),13.4% (D-),PKE,Industrials,12/05/2022,"263,669,184.80",0.57
PRLB.N,Proto Labs Inc,33.02 (C-),29/03/2023,38.79 (C),-14.9% (D),PRLB,Industrials,07/02/2023,"817,000,903.14",1.19
CASS.OQ,Cass Information Systems Inc,32.96 (C-),29/03/2023,18.44 (D+),78.8% (D-),CASS,Industrials,19/01/2023,"595,166,423.73",0.64
HEES.OQ,H&E Equipment Services Inc,32.73 (C-),31/03/2023,31.96 (C-),2.4% (D-),HEES,Industrials,22/02/2023,"1,458,638,368.55",2.01
ATRO.OQ,Astronics Corp,32.71 (C-),29/03/2023,34.78 (C),-5.9% (D),ATRO,Industrials,02/03/2023,"529,642,630.71",1.56
NPK.N,National Presto Industries Inc,32.10 (C-),29/03/2023,31.44 (C-),2.1% (D-),NPK,Industrials,13/03/2023,"495,895,648.93",0.69
KTOS.OQ,Kratos Defense and Security Solutions Inc,32.01 (C-),29/03/2023,30.71 (C-),4.2% (D-),KTOS,Industrials,23/02/2023,"1,632,646,794.17",0.8
EEFT.OQ,Euronet Worldwide Inc,31.94 (C-),29/03/2023,30.96 (C-),3.2% (D-),EEFT,Industrials,07/02/2023,"5,317,449,929.60",1.34
MTW.N,Manitowoc Company Inc,31.53 (C-),29/03/2023,23.17 (D+),36.1% (D-),MTW,Industrials,20/02/2023,"511,375,013.34",2.05
USX.N,US Xpress Enterprises Inc,31.42 (C-),29/03/2023,17.60 (D+),78.5% (D-),USX,Industrials,09/02/2023,"312,298,077.96",2.17
SPCE.N,Virgin Galactic Holdings Inc,31.14 (C-),29/03/2023,22.44 (D+),38.8% (D-),SPCE,Industrials,28/02/2023,"882,819,900.90",1.1
GHM.N,Graham Corp,31.12 (C-),29/03/2023,28.45 (C-),9.4% (D-),GHM,Industrials,08/06/2022,"144,783,738.01",0.48
HTLD.OQ,Heartland Express Inc,31.03 (C-),29/03/2023,29.84 (C-),4.0% (D-),HTLD,Industrials,03/02/2023,"1,206,657,373.53",0.59
CVLG.OQ,Covenant Logistics Group Inc,30.92 (C-),29/03/2023,26.78 (C-),15.4% (D-),CVLG,Industrials,25/01/2023,"449,924,898.52",1.42
BGSF.N,BGSF Inc,30.88 (C-),29/03/2023,13.95 (D),121.3% (D-),BGSF,Industrials,08/03/2023,"104,014,664.92",1.8
GNRC.N,Generac Holdings Inc,30.77 (C-),29/03/2023,30.23 (C-),1.8% (D-),GNRC,Industrials,15/02/2023,"6,176,368,508.00",1.17
BLBD.OQ,Blue Bird Corp,30.50 (C-),29/03/2023,13.94 (D),118.7% (D-),BLBD,Industrials,12/12/2022,"608,929,593.67",1.37
HURC.OQ,Hurco Companies Inc,30.49 (C-),29/03/2023,28.94 (C-),5.4% (D-),HURC,Industrials,06/01/2023,"171,927,863.16",0.46
MGI.OQ,MoneyGram International Inc,30.06 (C-),29/03/2023,20.56 (D+),46.2% (D-),MGI,Industrials,24/02/2023,"1,024,240,179.20",1
HEI.N,HEICO Corp,29.88 (C-),29/03/2023,31.83 (C-),-6.1% (D),HEI,Industrials,19/12/2022,"19,953,827,564.20",1.18
RBC.N,RBC Bearings Inc,29.83 (C-),29/03/2023,36.45 (C),-18.2% (D),RBC,Industrials,26/05/2022,"6,249,870,041.30",1.43
FLYW.OQ,Flywire Corp,29.76 (C-),31/03/2023,,,FLYW,Industrials,28/02/2023,"3,033,196,866.54",2
AXON.OQ,Axon Enterprise Inc,29.49 (C-),29/03/2023,24.48 (D+),20.5% (D-),AXON,Industrials,28/02/2023,"16,008,559,894.17",0.96
PLPC.OQ,Preformed Line Products Co,29.49 (C-),31/03/2023,24.76 (D+),19.1% (D-),PLPC,Industrials,01/03/2023,"592,032,155.88",0.85
MESA.OQ,Mesa Air Group Inc,29.36 (C-),29/03/2023,29.82 (C-),-1.6% (D),MESA,Industrials,29/12/2022,"91,754,786.97",2.43
FOR.N,Forestar Group Inc,29.26 (C-),29/03/2023,28.67 (C-),2.1% (D-),FOR,Industrials,09/11/2022,"739,122,441.75",1.62
EOSE.OQ,Eos Energy Enterprises Inc,28.93 (C-),31/03/2023,18.11 (D+),59.7% (D-),EOSE,Industrials,28/02/2023,"224,246,683.57",1.6
RPAY.OQ,Repay Holdings Corp,28.25 (C-),31/03/2023,23.79 (D+),18.8% (D-),RPAY,Industrials,01/03/2023,"626,819,018.10",0.96
ARC.N,ARC Document Solutions Inc,27.69 (C-),29/03/2023,27.85 (C-),-0.6% (D),ARC,Industrials,22/02/2023,"135,101,617.70",1.41
PANL.OQ,Pangaea Logistics Solutions Ltd,27.55 (C-),31/03/2023,22.89 (D+),20.4% (D-),PANL,Industrials,15/03/2023,"256,081,602.90",0.71
ALGT.OQ,Allegiant Travel Co,27.50 (C-),29/03/2023,19.96 (D+),37.7% (D-),ALGT,Industrials,01/02/2023,"1,632,762,286.80",1.6
OIG.OQ,Orbital Infrastructure Group Inc,27.49 (C-),31/03/2023,23.33 (D+),17.8% (D-),OIG,Industrials,31/03/2022,"16,446,913.70",1.11
MPLN.N,Multiplan Corp,27.30 (C-),31/03/2023,18.74 (D+),45.7% (D-),MPLN,Industrials,28/02/2023,"703,090,231.80",0.21
WSO.N,Watsco Inc,26.77 (C-),29/03/2023,27.11 (C-),-1.3% (D),WSO,Industrials,16/02/2023,"11,812,291,050.35",0.89
ASLE.OQ,AerSale Corp,26.74 (C-),31/03/2023,19.75 (D+),35.4% (D-),ASLE,Industrials,,"869,625,894.66",0.41
EXPO.OQ,Exponent Inc,26.67 (C-),29/03/2023,25.39 (C-),5.1% (D-),EXPO,Industrials,02/02/2023,"4,946,751,780.96",0.65
ROL.N,Rollins Inc,26.54 (C-),29/03/2023,25.19 (C-),5.3% (D-),ROL,Industrials,15/02/2023,"19,108,621,704.76",0.65
FWRD.OQ,Forward Air Corp,26.53 (C-),29/03/2023,24.84 (D+),6.8% (D-),FWRD,Industrials,08/02/2023,"2,680,346,809.98",1.13
TITN.OQ,Titan Machinery Inc,26.08 (C-),29/03/2023,22.63 (D+),15.2% (D-),TITN,Industrials,16/03/2023,"609,877,660.15",1.64
VICR.OQ,Vicor Corp,25.61 (C-),29/03/2023,18.78 (D+),36.4% (D-),VICR,Industrials,23/02/2023,"2,030,249,475.54",1.37
NNBR.OQ,NN Inc,25.57 (C-),29/03/2023,19.15 (D+),33.5% (D-),NNBR,Industrials,09/03/2023,"47,792,219.57",2.75
DY.N,Dycom Industries Inc,25.50 (C-),29/03/2023,28.74 (C-),-11.3% (D),DY,Industrials,01/03/2023,"2,597,067,549.09",1.31
ATCX.OQ,Atlas Technical Consultants Inc,25.45 (C-),09/03/2023,,,ATCX,Industrials,15/03/2023,"483,396,051.00",1.07
MHH.A,Mastech Digital Inc,25.20 (C-),29/03/2023,23.67 (D+),6.5% (D-),MHH,Industrials,08/02/2023,"130,257,217.38",0.75
CGNX.OQ,Cognex Corp,25.05 (C-),29/03/2023,27.27 (C-),-8.1% (D),CGNX,Industrials,16/02/2023,"8,150,853,771.06",1.61
ULH.OQ,Universal Logistics Holdings Inc,24.94 (D+),29/03/2023,22.25 (D+),12.1% (D-),ULH,Industrials,09/02/2023,"729,655,610.24",1.23
CIX.A,CompX International Inc,24.93 (D+),29/03/2023,28.56 (C-),-12.7% (D),CIX,Industrials,01/03/2023,"234,697,483.99",0.59
SKYW.OQ,SkyWest Inc,24.89 (D+),29/03/2023,30.86 (C-),-19.3% (D),SKYW,Industrials,02/02/2023,"1,096,974,591.93",1.87
EBF.N,Ennis Inc,24.88 (D+),29/03/2023,27.83 (C-),-10.6% (D),EBF,Industrials,25/04/2022,"531,712,947.36",0.45
IBP.N,Installed Building Products Inc,24.85 (D+),29/03/2023,20.01 (D+),24.2% (D-),IBP,Industrials,22/02/2023,"3,025,104,219.91",1.69
ULBI.OQ,Ultralife Corp,24.05 (D+),09/03/2023,22.43 (D+),7.2% (D-),ULBI,Industrials,02/03/2023,"62,766,542.62",1.29
SERA.OQ,Sera Prognostics Inc,24.01 (D+),09/03/2023,,,SERA,Industrials,22/03/2023,"114,471,327.60",1.31
GIC.N,Global Industrial Co,23.74 (D+),09/03/2023,12.82 (D),85.1% (D-),GIC,Industrials,21/02/2023,"993,963,022.36",0.73
NL.N,NL Industries Inc,23.53 (D+),29/03/2023,22.81 (D+),3.2% (D-),NL,Industrials,08/03/2023,"303,633,865.48",0.75
VRRM.OQ,Verra Mobility Corp,23.53 (D+),29/03/2023,14.71 (D),59.9% (D-),VRRM,Industrials,01/03/2023,"2,456,700,812.50",1.19
PAYS.OQ,Paysign Inc,23.41 (D+),29/03/2023,23.48 (D+),-0.3% (D),PAYS,Industrials,21/03/2023,"186,775,157.92",1.03
HCCI.OQ,Heritage-Crystal Clean Inc,22.74 (D+),29/03/2023,23.08 (D+),-1.5% (D),HCCI,Industrials,01/03/2023,"830,700,225.72",1.23
IMXI.OQ,International Money Express Inc,22.24 (D+),29/03/2023,21.92 (D+),1.4% (D-),IMXI,Industrials,08/03/2023,"906,722,739.20",0.46
ULCC.OQ,Frontier Group Holdings Inc,22.09 (D+),29/03/2023,13.68 (D),61.5% (D-),ULCC,Industrials,08/02/2023,"2,065,026,713.21",1.65
WATRI.L,Water Intelligence PLC,21.82 (D+),29/03/2023,19.87 (D+),9.8% (D-),WATR,Industrials,09/06/2022,"107,600,459.75",0.84
SRT.N,Startek Inc,21.54 (D+),24/03/2023,19.48 (D+),10.6% (D-),SRT,Industrials,28/03/2023,"149,873,074.92",1.44
ACU.A,Acme United Corp,21.42 (D+),29/03/2023,24.99 (D+),-14.3% (D),ACU,Industrials,02/03/2023,"88,525,238.58",0.88
FOUR.N,Shift4 Payments Inc,21.20 (D+),29/03/2023,13.91 (D),52.5% (D-),FOUR,Industrials,28/02/2023,"5,879,481,469.20",1.75
UHAL.N,U-Haul Holding Co,21.08 (D+),31/03/2023,19.82 (D+),6.4% (D-),UHAL,Industrials,25/05/2022,"10,138,010,707.52",1.18
SNCY.OQ,Sun Country Airlines Holdings Inc,20.61 (D+),29/03/2023,,,SNCY,Industrials,02/02/2023,"1,117,360,950.50",1.1
GENC.A,Gencor Industries Inc,20.61 (D+),29/03/2023,21.64 (D+),-4.8% (D),GENC,Industrials,16/12/2022,"212,536,679.00",0.42
PCT.OQ,Purecycle Technologies Inc,20.23 (D+),31/03/2023,18.75 (D+),7.9% (D-),PCT,Industrials,16/03/2023,"1,008,214,117.68",1.13
RLGT.A,Radiant Logistics Inc,20.23 (D+),09/03/2023,16.66 (D),21.4% (D-),RLGT,Industrials,27/02/2023,"308,360,038.40",0.93
EEX.N,Emerald Holding Inc,19.89 (D+),09/03/2023,16.09 (D),23.6% (D-),EEX,Industrials,14/03/2023,"239,483,931.75",1.26
RAIL.OQ,FreightCar America Inc,19.81 (D+),29/03/2023,13.46 (D),47.2% (D-),RAIL,Industrials,27/03/2023,"53,638,450.77",2.1
DSGR.OQ,Distribution Solutions Group Inc,19.68 (D+),29/03/2023,25.00 (C-),-21.3% (D),DSGR,Industrials,09/03/2023,"864,505,860.10",0.9
ROAD.OQ,Construction Partners Inc,19.49 (D+),16/03/2023,15.53 (D),25.5% (D-),ROAD,Industrials,22/11/2022,"1,314,334,754.37",0.92
LPRO.OQ,Open Lending Corp,19.43 (D+),31/03/2023,16.79 (D+),15.7% (D-),LPRO,Industrials,23/02/2023,"844,783,623.81",0.76
DSKE.OQ,Daseke Inc,19.36 (D+),29/03/2023,11.69 (D),65.6% (D-),DSKE,Industrials,06/02/2023,"323,981,739.90",1.86
HAYW.N,Hayward Holdings Inc,19.21 (D+),31/03/2023,,,HAYW,Industrials,28/02/2023,"2,355,864,391.20",1.36
IESC.OQ,IES Holdings Inc,19.13 (D+),29/03/2023,23.80 (D+),-19.6% (D),IESC,Industrials,06/12/2022,"817,482,196.65",1.26
VATE.N,Innovate Corp,18.58 (D+),29/03/2023,21.68 (D+),-14.3% (D),VATE,Industrials,14/03/2023,"230,848,160.24",2.24
TPC.N,Tutor Perini Corp,18.56 (D+),31/03/2023,19.84 (D+),-6.5% (D),TPC,Industrials,15/03/2023,"296,916,660.00",1.45
FTCI.OQ,FTC Solar Inc,18.49 (D+),29/03/2023,,,FTCI,Industrials,28/02/2023,"255,931,056.19",1.89
LUNA.OQ,Luna Innovations Inc,18.41 (D+),09/03/2023,20.59 (D+),-10.6% (D),LUNA,Industrials,14/03/2023,"216,900,816.77",1.3
FA.OQ,First Advantage Corp,17.66 (D+),29/03/2023,,,FA,Industrials,28/02/2023,"1,915,164,997.92",1.41
BBCP.OQ,Concrete Pumping Holdings Inc,17.47 (D+),31/03/2023,16.01 (D),9.1% (D-),BBCP,Industrials,23/01/2023,"363,489,573.76",1.05
POWW.OQ,Ammo Inc,17.20 (D+),31/03/2023,12.47 (D),38.0% (D-),POWW,Industrials,29/06/2022,"235,688,834.00",1.75
APG.N,APi Group Corp,17.17 (D+),31/03/2023,17.64 (D+),-2.7% (D),APG,Industrials,28/02/2023,"4,904,167,122.66",1.18
HDSN.OQ,Hudson Technologies Inc,16.56 (D),29/03/2023,14.99 (D),10.5% (D-),HDSN,Industrials,08/03/2023,"354,018,646.52",1.41
WATT.OQ,Energous Corp,16.20 (D),29/03/2023,14.17 (D),14.3% (D-),WATT,Industrials,09/03/2023,"46,144,136.01",2.6
IIIV.OQ,I3 Verticals Inc,16.00 (D),29/03/2023,21.29 (D+),-24.9% (D),IIIV,Industrials,16/11/2022,"804,519,677.43",1.39
PTSI.OQ,PAM Transportation Services Inc,15.34 (D),31/03/2023,16.27 (D),-5.7% (D),PTSI,Industrials,13/02/2023,"603,782,593.04",1.32
UAVS.A,Ageagle Aerial Systems Inc,14.56 (D),09/03/2023,16.84 (D+),-13.6% (D),UAVS,Industrials,04/04/2023,"39,716,226.64",3.86
MNTX.OQ,Manitex International Inc,14.50 (D),29/03/2023,14.14 (D),2.5% (D-),MNTX,Industrials,08/03/2023,"104,556,472.80",0.61
PFMT.OQ,Performant Financial Corp,13.60 (D),29/03/2023,13.79 (D),-1.4% (D),PFMT,Industrials,14/03/2023,"242,371,396.68",-0.44
ALTG.N,Alta Equipment Group Inc,13.34 (D),29/03/2023,8.43 (D),58.3% (D-),ALTG,Industrials,09/03/2023,"431,080,913.77",1.54
BYRN.OQ,Byrna Technologies Inc,13.14 (D),29/03/2023,25.10 (C-),-47.6% (D),BYRN,Industrials,09/02/2023,"162,903,257.05",0.81
VALU.OQ,Value Line Inc,13.12 (D),29/03/2023,13.01 (D),0.9% (D-),VALU,Industrials,26/07/2022,"454,953,148.40",0.57
BOKU.L,Boku Inc,12.45 (D),29/03/2023,10.89 (D),14.3% (D-),BOKU,Industrials,21/03/2023,"511,193,035.05",0.12
SHLS.OQ,Shoals Technologies Group Inc,12.03 (D),29/03/2023,,,SHLS,Industrials,28/02/2023,"3,662,006,770.50",1.57
WLFC.OQ,Willis Lease Finance Corp,11.95 (D),29/03/2023,7.45 (D-),60.5% (D-),WLFC,Industrials,09/03/2023,"339,869,813.16",1.07
OFLX.OQ,Omega Flex Inc,11.81 (D),29/03/2023,10.20 (D),15.8% (D-),OFLX,Industrials,22/02/2023,"1,046,680,248.18",0.56
AEI.OQ,Alset Inc,11.54 (D),31/03/2023,8.54 (D),35.2% (D-),AEI,Industrials,31/03/2023,"13,206,220.17",1.27
PKOH.OQ,Park Ohio Holdings Corp,11.20 (D),29/03/2023,11.75 (D),-4.7% (D),PKOH,Industrials,15/03/2023,"153,693,432.00",1.32
EVI.A,EVI Industries Inc,11.14 (D),29/03/2023,12.09 (D),-7.9% (D),EVI,Industrials,13/09/2022,"241,147,719.18",0.32
CNGO.PK,Cengage Learning Holdings II Inc,11.10 (D),09/03/2023,8.66 (D),28.1% (D-),CNGO,Industrials,20/06/2022,"847,904,551.56",1.02
MDVL.OQ,MedAvail Holdings Inc,11.02 (D),31/03/2023,,,MDVL,Industrials,24/03/2022,"22,724,973.09",0.45
